pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
44,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2227,"Impact assessment of improved rice varieties in 16 Sub-Saharan African countries",,,,"Impact of NERICA adoption on rice yield was estimated at 320 kg/ha and the adoption of NERICA increased the rice production by 897 kg per household. The gains in yields and production of paddy for adopters of other improved rice varieties were estimated at 431 kg ha–1 and 1070 kg, respectively. About 8 million persons in 16 Sub-Saharan Africa countries were lifted out of poverty due to the adoption of improved rice varieties and 7.2 million people have been lifted out food insecurity.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted",,,"2227_186"
45,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2228,"Implementing satellite remote-sensing technology to provide rice monitoring information for crop insurance application in Tamil Nadu, India",,,,"Through an effective public-private partnership collaboration, IRRI under the RIICE project accomplished the project goal of strengthening NARES partners with the technical know-how to generate satellite-based rice monitoring information needed by the State Department of Agriculture in Tamil Nadu, India and effectively influence key stakeholders involved in the implementation of Pradhan Mantri Fasal Bima Yojana (PMFBY) crop insurance program in this southern Indian state to accept the satellite-based technology as the key source of information for assessment of drought affecting small holder rice growers in the state.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted",,,"2228_186"
46,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2234,"Adoption of improved potato varieties in Peru by 62% of potato farmers",,,,"Farmers growing improved varieties have benefited from higher yield and marketed a larger share of their output, earning higher incomes than comparable neighbors. Results indicate that the market is a good place to promote the adoption of new varieties.
","1 - Significant","0 - Not Targeted","2 - Principal",,,"2234_256"
47,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2235,"Advocacy for biofortification strategies in Nigeria, Tanzania and Regional",,,,"Micronutrient malnutrition or hidden hunger is characterized by chronic deficiency of essential vitamins and minerals such as vitamin A, iron and zinc. Adopting a diversified diet that include vitamin A (yellow) cassava, vitamin A (orange) maize, vitamin A (orange) sweetpotato and high iron beans helps in combating these deficiencies. Nigerian and Tanzanian government are putting in place enabling policy environment and are mobilizing funds to support nutrition-sensitive agricultural plans that will disseminate proven biofortified technologies ready for scaling up.","1 - Significant","0 - Not Targeted","1 - Significant",,,"2235_256"
48,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2236,"Adoption of improved cassava varieties in Nigeria gives 64% productivity gain as a result of adoption of improved cassava varieties",,,,"DNA-fingerprinted adoption data revealed that about 66% of cassava growers adopted improved cassava varieties. Adoption of improved varieties is associated with an 82% increase in yield, this corresponds to 3.1 million households that adopted improved cassava varieties. Considering a poverty line of USD 1.25 per person per day at purchasing power parity, analysis showed that 7.15% of the rural poor cassava producers have escaped poverty due to adoption of improved varieties, representing about 2 million individuals.","1 - Significant","1 - Significant","2 - Principal",,,"2236_256"
49,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2237,"Making ‘invisible’ woman’s contributions to the value chain ‘visible’ with gender Responsive Tools: Experience from Roots, Tubers and Bananas Value Chains in Uganda and Ecuador",,,,"In order to improve value chain analysis and development with gender and youth lens, several analytical tools were integrated in the Participatory Market Chain Approach. The testing and validation of these tools have allowed that partners (public and private) use them to improve their value chain interventions in Uganda and Ecuador by promoting women and men participation; and to the development of gender responsive business plans based on strategies and business training implemented by women.","2 - Principal","2 - Principal","2 - Principal",,,"2237_256"
50,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2238,"A network of more than 270 economically viable decentralized seed multipliers in Kenya, Ethiopia and Malawi has been established and improved farmer access to quality seed potato.",,,,"Seed rapid multiplication technologies were adapted and used by national agricultural research institutes and private enterprises to produce early generation seeds (EGS) of robust, user-preferred varieties. Increased availability of ESG allowed for the development of seed business models based on the development of commercial decentralized seed multipliers (DSM) located near to production areas. Seeds produced using quality foundation material (EGS), or in case of Kenya certified seed, and good agricultural practices were made locally available, in a timely manner and at affordable prices to ware potato farmers.","1 - Significant","1 - Significant","2 - Principal",,,"2238_256"
51,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2239,"Over 1,100 registered vine multipliers in 14 countries in SSA result in over 0.5 million households reached with improved sweetpotato varieties, mostly orange-fleshed types for nutrition enhancement. ",,,,"Decentralized sweetpotato vine multipliers (DVMs), play an important role in fostering access to nutritious OFSP vines, by being located closer to the targeted households.  1,118 DVMs have been registered, contributing to increased access to improved planting materials by vulnerable targeted households.  This resulted in over 500,000 direct and 800,000 indirect beneficiaries (approximately 1.34 million households) with access to improved sweetpotato varieties in 14 countries in SSA in 2017.  Since the launch of the SPHI platform (in 2010), over 4.5 million households have been reached.  ","1 - Significant","1 - Significant","1 - Significant",,,"2239_256"
52,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2240,"Young women and men in Congo improve on-farm production and processing of cassava in 10 rural communities.",,,,"IITA-Kalambo Youth Agripreneurs (IKYA) is a cooperative of 32 young women and men in Bukavu, DR Congo, who have improved on-farm production and processing of cassava in 10 rural communities. They are engaged in activities that increase income and reduce poverty in rural households. IKYA provides technical training on Integrated Soil Fertility Management to stakeholders who include NGOs and youth groups that are embarking on developing their own agribusinesses.","1 - Significant","2 - Principal","2 - Principal",,,"2240_256"
53,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700002768,"Studies to assess on-farm performance of improved tilapia strains (input use, outputs, production & profitability) - Egypt and Bangladesh",1780,"Generic Project to Link the AR2017 Data on CGIAR Program Results Dashboard",,"Adoption of improved tilapia strains in Egypt provides improvements in growth (12%), food conversion ratios (FCR, 13%) and profitability (48%) of the Abbassa strain compared with existing farmed tilapia strains. Bangladesh study has been extended into and will be reported in 2018
","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted",,,"201700002768_266"
